type,location,cause,metrics,year,val,,
country,Russian Federation,Occupational risks,Percent,1991,0.017415466,,
country,Russian Federation,Occupational risks,Number,1992,29297.49962,,
country,Russian Federation,Occupational risks,Percent,1992,0.016288456,,
country,Russian Federation,Occupational risks,Number,1993,31206.37459,,
country,Russian Federation,Occupational risks,Percent,1993,0.014678772,,
country,Russian Federation,Occupational risks,Number,1994,31826.87488,,
country,Russian Federation,Occupational risks,Percent,1994,0.013753248,,
country,Russian Federation,Occupational risks,Number,1995,30131.2173,,
country,Russian Federation,Occupational risks,Percent,1995,0.013594763,,
country,Russian Federation,Occupational risks,Number,1996,28549.86439,,
country,Russian Federation,Occupational risks,Percent,1996,0.013705856,,
country,Russian Federation,Occupational risks,Number,1997,27297.59552,,
country,Russian Federation,Occupational risks,Percent,1997,0.013800303,,
country,Russian Federation,Occupational risks,Number,1998,26560.52466,,
country,Russian Federation,Occupational risks,Percent,1998,0.0135314,,
country,Russian Federation,Occupational risks,Number,1999,27554.82073,,
country,Russian Federation,Occupational risks,Percent,1999,0.012934923,,
country,Russian Federation,Occupational risks,Number,2000,28333.63527,,
country,Russian Federation,Occupational risks,Percent,2000,0.012724245,,
country,Russian Federation,Occupational risks,Number,2001,27774.47156,,
country,Russian Federation,Occupational risks,Percent,2001,0.012277481,,
country,Russian Federation,Occupational risks,Number,2002,27616.85668,,
country,Russian Federation,Occupational risks,Percent,2002,0.011896902,,
country,Russian Federation,Occupational risks,Number,2003,27208.49905,,
country,Russian Federation,Occupational risks,Percent,2003,0.011564196,,
country,Russian Federation,Occupational risks,Number,2004,26090.84611,,
country,Russian Federation,Occupational risks,Percent,2004,0.011358411,,
country,Russian Federation,Occupational risks,Number,2005,25966.94962,,
country,Russian Federation,Occupational risks,Percent,2005,0.010924657,,
country,Russian Federation,Occupational risks,Number,2006,24414.63627,,
country,Russian Federation,Occupational risks,Percent,2006,0.011090094,,
country,Russian Federation,Occupational risks,Number,2007,23461.48025,,
country,Russian Federation,Occupational risks,Percent,2007,0.011132057,,
country,Russian Federation,Occupational risks,Number,2008,23220.00817,,
country,Russian Federation,Occupational risks,Percent,2008,0.010968585,,
country,Russian Federation,Occupational risks,Number,2009,22387.01921,,
country,Russian Federation,Occupational risks,Percent,2009,0.011019179,,
country,Russian Federation,Occupational risks,Number,2010,22443.80077,,
country,Russian Federation,Occupational risks,Percent,2010,0.010942212,,
country,Russian Federation,Occupational risks,Number,2011,21575.72999,,
country,Russian Federation,Occupational risks,Percent,2011,0.011192436,,
country,Russian Federation,Occupational risks,Number,2012,20955.67513,,
country,Russian Federation,Occupational risks,Percent,2012,0.011070401,,
country,Russian Federation,Occupational risks,Number,2013,20543.27051,,
country,Russian Federation,Occupational risks,Percent,2013,0.011027654,,
country,Russian Federation,Occupational risks,Number,2014,20781.94327,,
country,Russian Federation,Occupational risks,Percent,2014,0.011006906,,
country,Russian Federation,Occupational risks,Number,2015,20613.16307,,
country,Russian Federation,Occupational risks,Percent,2015,0.011047701,,
country,Russian Federation,Occupational risks,Number,2016,20122.70262,,
country,Russian Federation,Occupational risks,Percent,2016,0.010882403,,
country,Russian Federation,Occupational risks,Number,2017,19203.73122,,
country,Russian Federation,Occupational risks,Percent,2017,0.010822279,,
country,Russian Federation,Occupational risks,Number,2018,19013.82474,,
country,Russian Federation,Occupational risks,Percent,2018,0.010641634,,
country,Russian Federation,Occupational risks,Number,2019,18704.99497,,
country,Russian Federation,Occupational risks,Percent,2019,0.010585185,,
country,Russian Federation,Occupational risks,Number,2020,18490.31958,,
country,Russian Federation,Occupational risks,Percent,2020,0.008808754,,
country,Russian Federation,Occupational risks,Number,2021,18192.72961,,
country,Russian Federation,Occupational risks,Percent,2021,0.007535415,,
country,Indonesia,Environmental/occupational risks,Number,1990,449661.7314,,
country,Indonesia,Environmental/occupational risks,Percent,1990,0.328600539,,
country,Indonesia,Environmental/occupational risks,Number,1991,436236.2418,,
country,Indonesia,Environmental/occupational risks,Percent,1991,0.320307629,,
country,Indonesia,Environmental/occupational risks,Number,1992,424972.3212,,
country,Indonesia,Environmental/occupational risks,Percent,1992,0.312533234,,
country,Indonesia,Environmental/occupational risks,Number,1993,415870.9626,,
country,Indonesia,Environmental/occupational risks,Percent,1993,0.305909615,,
country,Indonesia,Environmental/occupational risks,Number,1994,406365.517,,
country,Indonesia,Environmental/occupational risks,Percent,1994,0.298833125,,
country,Indonesia,Environmental/occupational risks,Number,1995,396696.6862,,
country,Indonesia,Environmental/occupational risks,Percent,1995,0.291618849,,
country,Indonesia,Environmental/occupational risks,Number,1996,388657.8719,,
country,Indonesia,Environmental/occupational risks,Percent,1996,0.284936996,,
country,Indonesia,Environmental/occupational risks,Number,1997,384385.4735,,
country,Indonesia,Environmental/occupational risks,Percent,1997,0.279077924,,
country,Indonesia,Environmental/occupational risks,Number,1998,382741.7673,,
country,Indonesia,Environmental/occupational risks,Percent,1998,0.273914396,,
country,Indonesia,Environmental/occupational risks,Number,1999,382323.5175,,
country,Indonesia,Environmental/occupational risks,Percent,1999,0.269453626,,
country,Indonesia,Environmental/occupational risks,Number,2000,382069.4356,,
country,Indonesia,Environmental/occupational risks,Percent,2000,0.266395017,,
country,Indonesia,Environmental/occupational risks,Number,2001,382947.82,,
country,Indonesia,Environmental/occupational risks,Percent,2001,0.263775372,,
country,Indonesia,Environmental/occupational risks,Number,2002,385827.7821,,
country,Indonesia,Environmental/occupational risks,Percent,2002,0.262245791,,
country,Indonesia,Environmental/occupational risks,Number,2003,388490.3724,,
country,Indonesia,Environmental/occupational risks,Percent,2003,0.260557198,,
country,Indonesia,Environmental/occupational risks,Number,2004,430997.2732,,
country,Indonesia,Environmental/occupational risks,Percent,2004,0.257446496,,
country,Indonesia,Environmental/occupational risks,Number,2005,393026.612,,
country,Indonesia,Environmental/occupational risks,Percent,2005,0.257770851,,
country,Indonesia,Environmental/occupational risks,Number,2006,394352.1547,,
country,Indonesia,Environmental/occupational risks,Percent,2006,0.2547357,,
country,Indonesia,Environmental/occupational risks,Number,2007,393931.8443,,
country,Indonesia,Environmental/occupational risks,Percent,2007,0.252828821,,
country,Indonesia,Environmental/occupational risks,Number,2008,393276.2536,,
country,Indonesia,Environmental/occupational risks,Percent,2008,0.249745612,,
country,Indonesia,Environmental/occupational risks,Number,2009,391721.9209,,
country,Indonesia,Environmental/occupational risks,Percent,2009,0.245879539,,
country,Indonesia,Environmental/occupational risks,Number,2010,387888.0743,,
country,Indonesia,Environmental/occupational risks,Percent,2010,0.241534555,,
country,Indonesia,Environmental/occupational risks,Number,2011,381873.3483,,
country,Indonesia,Environmental/occupational risks,Percent,2011,0.236960614,,
country,Indonesia,Environmental/occupational risks,Number,2012,374165.9968,,
country,Indonesia,Environmental/occupational risks,Percent,2012,0.230846952,,
country,Indonesia,Environmental/occupational risks,Number,2013,365328.5328,,
country,Indonesia,Environmental/occupational risks,Percent,2013,0.223450698,,
country,Indonesia,Environmental/occupational risks,Number,2014,357341.884,,
country,Indonesia,Environmental/occupational risks,Percent,2014,0.21687087,,
country,Indonesia,Environmental/occupational risks,Number,2015,353841.353,,
country,Indonesia,Environmental/occupational risks,Percent,2015,0.211960385,,
country,Indonesia,Environmental/occupational risks,Number,2016,350152.0129,,
country,Indonesia,Environmental/occupational risks,Percent,2016,0.207293737,,
country,Indonesia,Environmental/occupational risks,Number,2017,347978.9768,,
country,Indonesia,Environmental/occupational risks,Percent,2017,0.202941325,,
country,Indonesia,Environmental/occupational risks,Number,2018,349283.5746,,
country,Indonesia,Environmental/occupational risks,Percent,2018,0.199982099,,
country,Indonesia,Environmental/occupational risks,Number,2019,349052.9331,,
country,Indonesia,Environmental/occupational risks,Percent,2019,0.196908806,,
country,Indonesia,Environmental/occupational risks,Number,2020,341430.9318,,
country,Indonesia,Environmental/occupational risks,Percent,2020,0.176134239,,
country,Indonesia,Environmental/occupational risks,Number,2021,357608.0716,,
country,Indonesia,Environmental/occupational risks,Percent,2021,0.163367734,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1990,1547.533621,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1990,0.000945598,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1991,1473.50679,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1991,0.000883914,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1992,1480.969668,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1992,0.000823362,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1993,1847.724188,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1993,0.000869155,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1994,2083.880327,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1994,0.000900532,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1995,1978.92106,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1995,0.000892856,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1996,1646.595727,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1996,0.000790465,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1997,1420.647504,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1997,0.000718205,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1998,1396.404627,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1998,0.000711421,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,1999,1666.841241,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,1999,0.000782432,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,2000,1746.112367,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,2000,0.000784175,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,2001,1726.2245,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,2001,0.000763033,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,2002,1712.417537,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,2002,0.000737702,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,2003,1691.473143,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,2003,0.000718903,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,2004,1560.834443,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,2004,0.000679485,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,2005,1529.098336,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,2005,0.000643327,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,2006,1298.343485,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,2006,0.000589767,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,2007,1193.600328,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Percent,2007,0.000566367,,
country,Russian Federation,"Unsafe water, sanitation, and handwashing",Number,2008,1174.03602,,
